ID	adj.P.Val	P.Value	t	B	logFC	SPOT_ID	Description
51699_at	0.0113223	0.000165	-5.16	-0.05821	-0.412		vacuolar protein sorting 29 homolog (S. cerevisiae)
66005_at	0.0113223	0.000165	-5.16	-0.05908	-0.885		chitinase domain containing 1
135932_at	0.0113391	0.000167	-5.16	-0.07166	-1.04	TMEM139	transmembrane protein 139
23412_at	0.0113391	0.000167	-5.16	-0.07301	-0.374		COMM domain containing 3
4720_at	0.0113391	0.000168	-5.15	-0.0786	-0.481		NADH dehydrogenase (ubiquinone) Fe-S protein 2, 49kDa (NADH-coenzyme Q reductase)
51264_at	0.0113391	0.000168	-5.15	-0.07967	-0.373		mitochondrial ribosomal protein L27
51389_at	0.0113391	0.000169	-5.15	-0.0833	-0.379		RWD domain containing 1
26269_at	0.0113391	0.000169	-5.15	-0.08396	-1.03	FBXO8	F-box protein 8
131544_at	0.011341	0.00017	-5.15	-0.0911	-0.568		beta-gamma crystallin domain containing 3
6742_at	0.011341	0.00017	-5.15	-0.09179	-0.292		single-stranded DNA binding protein 1
5184_at	0.0114005	0.000172	-5.14	-0.10103	-0.834		peptidase D
84300_at	0.0115467	0.000175	-5.13	-0.12052	-0.741		chromosome 6 open reading frame 125
10081_at	0.0115467	0.000175	5.13	-0.12183	0.89		programmed cell death 7
23130_at	0.011582	0.000176	5.13	-0.12877	0.979		ATG2 autophagy related 2 homolog A (S. cerevisiae)
678_at	0.0116277	0.000178	5.12	-0.13661	1.13	ZFP36L2	zinc finger protein 36, C3H type-like 2
687_at	0.0116405	0.000179	5.12	-0.14442	0.802		Kruppel-like factor 9
56935_at	0.0116405	0.000179	-5.12	-0.14521	-0.621		chromosome 11 open reading frame 75
53916_at	0.0116775	0.00018	-5.11	-0.15223	-0.31		RAB4B, member RAS oncogene family
833_at	0.0117256	0.000182	-5.11	-0.16155	-0.636		cysteinyl-tRNA synthetase
10130_at	0.0117256	0.000183	-5.11	-0.16566	-0.604		protein disulfide isomerase family A, member 6
56892_at	0.0117256	0.000183	5.11	-0.16818	1.61	c8orf4	chromosome 8 open reading frame 4
3398_at	0.0117256	0.000184	5.1	-0.17367	0.715		inhibitor of DNA binding 2, dominant negative helix-loop-helix protein
388962_at	0.0117256	0.000184	-5.1	-0.17486	-0.734		bolA homolog 3 (E. coli)
9314_at	0.0117899	0.000186	5.1	-0.18417	1.56	KLF4	Kruppel-like factor 4 (gut)
57211_at	0.0118613	0.000188	5.09	-0.19405	0.476		G protein-coupled receptor 126
255967_at	0.0118955	0.000189	5.09	-0.20064	0.465		PAN3 poly(A) specific ribonuclease subunit homolog (S. cerevisiae)
4615_at	0.0120035	0.000191	-5.08	-0.21362	-0.453		myeloid differentiation primary response gene (88)
3557_at	0.0121559	0.000195	5.07	-0.23028	1.77	IL1RN	interleukin 1 receptor antagonist
55902_at	0.0123988	0.0002	-5.06	-0.25761	-1.05	ACSS2	acyl-CoA synthetase short-chain family member 2
29947_at	0.0123988	0.0002	-5.06	-0.25794	-1.36	DNMT3L	DNA (cytosine-5-)-methyltransferase 3-like
55726_at	0.012464	0.000202	-5.05	-0.26692	-0.345		chromosome 12 open reading frame 11
147007_at	0.0124793	0.000202	-5.05	-0.27172	-0.334		transmembrane protein 199
11319_at	0.0124999	0.000204	-5.05	-0.27719	-0.408		ecdysoneless homolog (Drosophila)
23357_at	0.0124999	0.000204	5.04	-0.28047	0.377		angel homolog 1 (Drosophila)
8647_at	0.0125263	0.000205	5.04	-0.28616	1.51	ABCB11	ATP-binding cassette, sub-family B (MDR/TAP), member 11
55664_at	0.0125833	0.000207	5.04	-0.29434	0.946		cell division cycle 37 homolog (S. cerevisiae)-like 1
1612_at	0.0126174	0.000208	5.03	-0.30062	0.617		death-associated protein kinase 1
88745_at	0.0127299	0.000211	-5.03	-0.31329	-0.655		chromosome 6 open reading frame 153
10989_at	0.0127378	0.000212	-5.02	-0.3187	-0.35		inner membrane protein, mitochondrial
9570_at	0.0127378	0.000212	-5.02	-0.32176	-0.444		golgi SNAP receptor complex member 2
10440_at	0.0127378	0.000214	-5.02	-0.32729	-0.667		translocase of inner mitochondrial membrane 17 homolog A (yeast)
92002_at	0.0127378	0.000214	-5.02	-0.33101	-0.525		family with sequence similarity 58, member A
9550_at	0.0127378	0.000214	-5.02	-0.33107	-0.364		ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1
9592_at	0.0128069	0.000216	5.01	-0.34041	1.98	IER2	immediate early response 2
6595_at	0.0128069	0.000217	5.01	-0.34346	0.477		SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
158_at	0.0128913	0.000219	-5.01	-0.35363	-0.286		adenylosuccinate lyase
3017_at	0.0130276	0.000222	-5.0	-0.36925	-1.18	HIST1H2BD	histone cluster 1, H2bd
7057_at	0.0130276	0.000223	5.0	-0.37124	1.91	THBS1	thrombospondin 1
8835_at	0.0130575	0.000224	4.99	-0.37696	3.05	SOCS2	suppressor of cytokine signaling 2
57665_at	0.0130592	0.000225	-4.99	-0.38041	-0.336		retinol dehydrogenase 14 (all-trans/9-cis/11-cis)
4233_at	0.0131136	0.000226	4.99	-0.38804	0.527		met proto-oncogene (hepatocyte growth factor receptor)
6137_at	0.013262	0.00023	4.98	-0.40301	0.333		ribosomal protein L13
1543_at	0.0132928	0.000231	4.98	-0.40871	2.81	CYP1A1	cytochrome P450, family 1, subfamily A, polypeptide 1
9296_at	0.0134601	0.000235	-4.97	-0.42495	-0.415		ATPase, H+ transporting, lysosomal 14kDa, V1 subunit F
9131_at	0.0134765	0.000236	-4.96	-0.43162	-0.591		apoptosis-inducing factor, mitochondrion-associated, 1
51637_at	0.0134765	0.000236	-4.96	-0.43274	-0.205		chromosome 14 open reading frame 166
23390_at	0.013515	0.000239	4.96	-0.44401	0.293		zinc finger, DHHC-type containing 17
154467_at	0.013515	0.000239	-4.96	-0.4453	-0.948		chromosome 6 open reading frame 129
9611_at	0.013515	0.000239	4.96	-0.44543	1.63	NCOR1	nuclear receptor corepressor 1
25901_at	0.0135979	0.000242	-4.95	-0.45499	-0.428		coiled-coil domain containing 28A
2091_at	0.013822	0.000247	4.94	-0.47621	0.296		fibrillarin
51805_at	0.013822	0.000247	-4.94	-0.47889	-0.446		coenzyme Q3 homolog, methyltransferase (S. cerevisiae)
220988_at	0.013822	0.000248	4.94	-0.48152	0.367		heterogeneous nuclear ribonucleoprotein A3
51635_at	0.0139188	0.000251	-4.93	-0.49476	-1.07	DHRS7	dehydrogenase/reductase (SDR family) member 7
4702_at	0.0139188	0.000251	-4.93	-0.49511	-0.464		NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8, 19kDa
8608_at	0.0141855	0.000257	-4.92	-0.5191	-0.717		retinol dehydrogenase 16 (all-trans)
65084_at	0.0141855	0.000258	-4.92	-0.52107	-0.701		transmembrane protein 135
7511_at	0.0143063	0.000261	-4.91	-0.53684	-0.468		X-prolyl aminopeptidase (aminopeptidase P) 1, soluble
51645_at	0.0143063	0.000262	-4.91	-0.53949	-0.688		peptidylprolyl isomerase (cyclophilin)-like 1
56900_at	0.0143063	0.000263	-4.91	-0.54195	-0.488		transmembrane protein 167B
54407_at	0.0143063	0.000263	4.9	-0.54237	1.47	SLC38A2	solute carrier family 38, member 2
134526_at	0.0144113	0.000266	-4.9	-0.55304	-0.902		acyl-CoA thioesterase 12
203427_at	0.0147402	0.000272	-4.89	-0.5795	-0.798		solute carrier family 25, member 43
57600_at	0.0147474	0.000274	4.88	-0.58615	0.78		folliculin interacting protein 2
27067_at	0.0147474	0.000274	-4.88	-0.58616	-0.484		staufen, RNA binding protein, homolog 2 (Drosophila)
114299_at	0.0148568	0.000277	4.88	-0.59687	0.438		paralemmin 2
10197_at	0.01486	0.000279	-4.87	-0.60305	-0.324		proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)
10617_at	0.01486	0.000279	-4.87	-0.6032	-0.434		STAM binding protein
79639_at	0.0149721	0.000282	-4.87	-0.61452	-0.669		transmembrane protein 53
51382_at	0.0149721	0.000283	-4.87	-0.61705	-0.428		ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D
6993_at	0.0150461	0.000285	-4.86	-0.62517	-0.566		dynein, light chain, Tctex-type 1
8565_at	0.0151019	0.000287	-4.86	-0.63202	-0.491		tyrosyl-tRNA synthetase
55827_at	0.0152791	0.000291	4.85	-0.64709	0.349		DDB1 and CUL4 associated factor 6
145567_at	0.0153327	0.000293	-4.85	-0.65511	-0.918		tetratricopeptide repeat domain 7B
84888_at	0.0153327	0.000294	-4.84	-0.65942	-0.546		signal peptide peptidase-like 2A
5695_at	0.0153327	0.000295	-4.84	-0.66084	-0.284		proteasome (prosome, macropain) subunit, beta type, 7
11215_at	0.0153327	0.000296	4.84	-0.66461	0.47		A kinase (PRKA) anchor protein 11
92856_at	0.0153327	0.000296	-4.84	-0.6656	-0.435		IMP4, U3 small nucleolar ribonucleoprotein, homolog (yeast)
9518_at	0.0153407	0.000297	4.84	-0.66909	1.88	GDF15	growth differentiation factor 15
6773_at	0.0153459	0.000298	4.84	-0.67238	0.249		signal transducer and activator of transcription 2, 113kDa
4478_at	0.015551	0.000304	-4.83	-0.69246	-0.675		moesin
134218_at	0.015551	0.000306	4.82	-0.69827	0.455		DnaJ (Hsp40) homolog, subfamily C, member 21
137682_at	0.015551	0.000306	-4.82	-0.69921	-0.651		chromosome 8 open reading frame 38
3303_at	0.015551	0.000306	4.82	-0.69924	1.49	HSPA1A	heat shock 70kDa protein 1A
6728_at	0.015551	0.000307	-4.82	-0.70411	-0.652		signal recognition particle 19kDa
1020_at	0.015551	0.000308	-4.82	-0.70548	-0.999		cyclin-dependent kinase 5
7818_at	0.015551	0.000309	-4.82	-0.70835	-0.284		death associated protein 3
51371_at	0.015551	0.000309	-4.82	-0.70936	-0.369		proteasome maturation protein
2339_at	0.0156561	0.000314	-4.81	-0.72467	-0.434		farnesyltransferase, CAAX box, alpha
9577_at	0.0156561	0.000315	-4.81	-0.72977	-0.242		brain and reproductive organ-expressed (TNFRSF1A modulator)
5684_at	0.0156561	0.000315	-4.81	-0.73055	-0.443		proteasome (prosome, macropain) subunit, alpha type, 3
23446_at	0.0156561	0.000316	4.8	-0.73268	0.58		solute carrier family 44, member 1
28998_at	0.0156561	0.000318	-4.8	-0.73786	-0.395		mitochondrial ribosomal protein L13
3692_at	0.0156561	0.000318	-4.8	-0.73852	-0.432		eukaryotic translation initiation factor 6
10400_at	0.0156561	0.000318	-4.8	-0.74009	-0.64		phosphatidylethanolamine N-methyltransferase
10548_at	0.0156561	0.000319	-4.8	-0.74145	-0.413		transmembrane 9 superfamily member 1
1939_at	0.0156561	0.00032	-4.8	-0.74425	-0.439		ligatin
9235_at	0.0156561	0.00032	-4.8	-0.74466	-2.86	IL32	interleukin 32
10600_at	0.0156605	0.000321	-4.8	-0.74899	-0.292		ubiquitin specific peptidase 16
283537_at	0.0156605	0.000322	-4.79	-0.75201	-0.93		solute carrier family 46, member 3
83716_at	0.0156605	0.000322	4.79	-0.7533	1.43	CRISPLD2	cysteine-rich secretory protein LCCL domain containing 2
4677_at	0.0161191	0.000333	-4.78	-0.78733	-0.253		asparaginyl-tRNA synthetase
51706_at	0.0161191	0.000334	-4.77	-0.78866	-0.516		cytochrome b5 reductase 1
55851_at	0.0161384	0.000335	-4.77	-0.79265	-0.503		presenilin enhancer 2 homolog (C. elegans)
51692_at	0.0161951	0.000337	-4.77	-0.79902	-0.534		cleavage and polyadenylation specific factor 3, 73kDa
79607_at	0.0162447	0.00034	-4.76	-0.80715	-0.558		family with sequence similarity 118, member B
5654_at	0.0162447	0.000341	-4.76	-0.81029	-0.827		HtrA serine peptidase 1
4783_at	0.0162447	0.000341	4.76	-0.81215	2.95	NFIL3	nuclear factor, interleukin 3 regulated
677_at	0.0162447	0.000342	4.76	-0.81309	1.25	ZFP36L1	zinc finger protein 36, C3H type-like 1
79646_at	0.0163906	0.000345	-4.76	-0.82504	-0.621		pantothenate kinase 3
9114_at	0.0164907	0.000349	-4.75	-0.83403	-0.481		ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d1
51542_at	0.0165267	0.000351	4.75	-0.84259	0.31		vacuolar protein sorting 54 homolog (S. cerevisiae)
5034_at	0.0165267	0.000351	-4.75	-0.84274	-0.424		prolyl 4-hydroxylase, beta polypeptide
23678_at	0.0165267	0.000352	4.74	-0.8455	0.396		serum/glucocorticoid regulated kinase family, member 3
51001_at	0.0165267	0.000353	-4.74	-0.84702	-0.344		MTERF domain containing 1
25844_at	0.0165744	0.000356	-4.74	-0.85458	-0.581		Yip1 domain family, member 3
29058_at	0.0165744	0.000356	-4.74	-0.85532	-0.358		chromosome 20 open reading frame 30
10009_at	0.0165842	0.000357	-4.74	-0.85859	-0.671		zinc finger and BTB domain containing 33
1892_at	0.0166174	0.000359	-4.74	-0.8633	-0.38		enoyl CoA hydratase, short chain, 1, mitochondrial
374378_at	0.0166748	0.000361	-4.73	-0.8695	-1.5	GALNT18	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 4
11222_at	0.0167255	0.000363	-4.73	-0.87527	-0.369		mitochondrial ribosomal protein L3
6713_at	0.0168985	0.000368	-4.72	-0.89035	-2.19	SQLE	squalene epoxidase
3376_at	0.0168985	0.000369	-4.72	-0.89209	-0.605		isoleucyl-tRNA synthetase
3667_at	0.0168985	0.000369	4.72	-0.89375	0.813		insulin receptor substrate 1
10157_at	0.0171688	0.000376	4.71	-0.91275	1.45	AASS	aminoadipate-semialdehyde synthase
158056_at	0.0171778	0.000377	-4.71	-0.91589	-1.7	MAMDC4	MAM domain containing 4
445_at	0.017246	0.00038	4.7	-0.92257	0.814		argininosuccinate synthase 1
55717_at	0.0175273	0.000387	-4.69	-0.94186	-0.322		WD repeat domain 11
10775_at	0.017601	0.000389	-4.69	-0.94877	-0.398		processing of precursor 4, ribonuclease P/MRP subunit (S. cerevisiae)
7920_at	0.017649	0.000391	-4.69	-0.95415	-0.535		HLA-B associated transcript 5
4927_at	0.0177808	0.000395	-4.68	-0.9644	-0.434		nucleoporin 88kDa
55266_at	0.0178327	0.000398	-4.68	-0.96997	-1.01	TMEM19	transmembrane protein 19
5440_at	0.0178631	0.0004	-4.68	-0.97675	-0.482		polymerase (RNA) II (DNA directed) polypeptide K, 7.0kDa
51375_at	0.0178631	0.000401	-4.67	-0.97799	-0.589		sorting nexin 7
85019_at	0.0178631	0.000401	4.67	-0.97936	0.725		chromosome 18 open reading frame 45
2152_at	0.0178663	0.000402	4.67	-0.98208	0.561		coagulation factor III (thromboplastin, tissue factor)
1052_at	0.0179038	0.000405	4.67	-0.988	1.62	CEBPD	CCAAT/enhancer binding protein (C/EBP), delta
10067_at	0.0179038	0.000405	-4.67	-0.99038	-0.426		secretory carrier membrane protein 3
10007_at	0.0179038	0.000406	-4.67	-0.99181	-0.469		glucosamine-6-phosphate deaminase 1
127687_at	0.0179754	0.000409	-4.66	-0.99843	-0.524		chromosome 1 open reading frame 122
10056_at	0.018139	0.000413	-4.66	-1.01029	-0.393		phenylalanyl-tRNA synthetase, beta subunit
84274_at	0.0182726	0.000417	-4.65	-1.02046	-0.387		coenzyme Q5 homolog, methyltransferase (S. cerevisiae)
401505_at	0.0182726	0.000418	-4.65	-1.02284	-0.464		translocase of outer mitochondrial membrane 5 homolog (yeast)
23582_at	0.0184436	0.000424	-4.64	-1.03635	-0.392		cyclin D-type binding-protein 1
10209_at	0.0184436	0.000424	4.64	-1.03742	0.575		eukaryotic translation initiation factor 1
10488_at	0.0186456	0.000431	-4.63	-1.05406	-0.701		cAMP responsive element binding protein 3
3028_at	0.0186456	0.000433	-4.63	-1.0576	-0.374		hydroxysteroid (17-beta) dehydrogenase 10
9663_at	0.0186456	0.000433	4.63	-1.05779	0.684		lipin 2
23328_at	0.0186456	0.000433	4.63	-1.05851	0.451		SAM and SH3 domain containing 1
6251_at	0.0187668	0.000437	-4.63	-1.06764	-0.479		Ras suppressor protein 1
84262_at	0.0188953	0.000441	-4.62	-1.07712	-0.441		proteasome (prosome, macropain) assembly chaperone 3
3304_at	0.0189493	0.000443	4.62	-1.0825	2.25	hspa1b	heat shock 70kDa protein 1B
9144_at	0.0190342	0.000447	-4.62	-1.0902	-0.444		synaptogyrin 2
53345_at	0.0190342	0.000448	-4.61	-1.09377	-1.1	TM6SF2	transmembrane 6 superfamily member 2
3930_at	0.0190342	0.000448	4.61	-1.09438	0.683		lamin B receptor
23590_at	0.0190923	0.000451	-4.61	-1.09994	-0.798		prenyl (decaprenyl) diphosphate synthase, subunit 1
143684_at	0.0191698	0.000455	4.61	-1.10867	0.964		family with sequence similarity 76, member B
4247_at	0.0191698	0.000456	-4.6	-1.11123	-0.454		mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase
8269_at	0.0191698	0.000456	-4.6	-1.11131	-0.602		transmembrane protein 187
5033_at	0.0192257	0.000459	4.6	-1.11876	2.47	P4HA1	prolyl 4-hydroxylase, alpha polypeptide I
10799_at	0.0192257	0.000459	-4.6	-1.11909	-0.514		ribonuclease P/MRP 40kDa subunit
10243_at	0.019326	0.000463	4.6	-1.12726	0.607		gephyrin
22818_at	0.019326	0.000464	-4.6	-1.12937	-0.363		coatomer protein complex, subunit zeta 1
56851_at	0.019326	0.000467	-4.59	-1.13599	-0.294		chromosome 15 open reading frame 24
509_at	0.019326	0.000469	-4.59	-1.1402	-0.354		ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1
23506_at	0.019326	0.000469	4.59	-1.14025	0.37		KIAA0240
6880_at	0.019326	0.00047	-4.59	-1.14221	-0.305		TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa
8491_at	0.019326	0.00047	4.59	-1.14267	0.398		mitogen-activated protein kinase kinase kinase kinase 3
26270_at	0.019326	0.00047	-4.59	-1.14333	-0.994		F-box protein 6
23528_at	0.0194039	0.000474	4.58	-1.15199	0.852		zinc finger protein 281
7803_at	0.0194039	0.000474	4.58	-1.15214	0.664		protein tyrosine phosphatase type IVA, member 1
5728_at	0.019408	0.000475	4.58	-1.15469	0.326		phosphatase and tensin homolog
5441_at	0.0194613	0.000478	-4.58	-1.15983	-0.499		polymerase (RNA) II (DNA directed) polypeptide L, 7.6kDa
10912_at	0.0194683	0.000479	4.58	-1.16323	2.09	GADD45G	growth arrest and DNA-damage-inducible, gamma
79071_at	0.0194683	0.00048	-4.58	-1.16483	-1.13	ELOVL6	ELOVL family member 6, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)
11315_at	0.0195786	0.000484	-4.57	-1.17296	-0.231		Parkinson disease (autosomal recessive, early onset) 7
9931_at	0.0196315	0.000487	4.57	-1.17942	0.435		helicase with zinc finger
8721_at	0.0196315	0.000487	-4.57	-1.18033	-0.272		endothelial differentiation-related factor 1
60481_at	0.0197011	0.00049	-4.57	-1.18627	-0.56		ELOVL family member 5, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)
2034_at	0.0197895	0.000494	4.56	-1.19316	0.395		endothelial PAS domain protein 1
57181_at	0.019816	0.000497	-4.56	-1.2007	-0.438		solute carrier family 39 (zinc transporter), member 10
391356_at	0.019816	0.000498	-4.56	-1.20208	-0.364		chromosome 2 open reading frame 79
57129_at	0.019816	0.000498	-4.56	-1.20222	-0.528		mitochondrial ribosomal protein L47
51367_at	0.019816	0.000502	-4.55	-1.21078	-0.393		processing of precursor 5, ribonuclease P/MRP subunit (S. cerevisiae)
2132_at	0.019816	0.000504	-4.55	-1.21386	-0.378		exostosin 2
125113_at	0.019816	0.000505	-4.55	-1.21709	-0.789		keratin 222
56204_at	0.019816	0.000505	4.55	-1.21728	0.501		KIAA1370
3422_at	0.019816	0.000506	-4.55	-1.21899	-1.13	IDI1	isopentenyl-diphosphate delta isomerase 1
8100_at	0.019816	0.000506	4.55	-1.21951	0.413		intraflagellar transport 88 homolog (Chlamydomonas)
7318_at	0.019816	0.000507	-4.55	-1.21994	-0.473		ubiquitin-like modifier activating enzyme 7
10342_at	0.019816	0.000507	-4.55	-1.22093	-0.566		TRK-fused gene
51646_at	0.019816	0.000507	-4.55	-1.22154	-0.48		yippee-like 5 (Drosophila)
669_at	0.0201864	0.000518	-4.54	-1.24284	-0.714		2,3-bisphosphoglycerate mutase
23479_at	0.0203227	0.000524	-4.53	-1.25406	-0.185		iron-sulfur cluster scaffold homolog (E. coli)
221078_at	0.0203227	0.000524	4.53	-1.25419	0.972		NOP2/Sun domain family, member 6
2690_at	0.0203245	0.000525	-4.53	-1.25649	-0.573		growth hormone receptor
51734_at	0.0205797	0.000534	-4.52	-1.27435	-0.415		selenoprotein X, 1
10916_at	0.0205797	0.000534	-4.52	-1.27517	-0.476		melanoma antigen family D, 2
9066_at	0.0205797	0.000535	-4.52	-1.27592	-1.05	SYT7	synaptotagmin VII
92292_at	0.0206084	0.000537	-4.52	-1.28095	-0.421		glycine-N-acyltransferase-like 1
9725_at	0.0206084	0.000538	-4.52	-1.28172	-0.682		transmembrane protein 63A
51110_at	0.0206536	0.000541	-4.51	-1.28817	-0.682		lactamase, beta 2
57447_at	0.0206536	0.000541	4.51	-1.28832	0.72		NDRG family member 2
10560_at	0.0207276	0.000544	4.51	-1.29417	1.49	SLC19A2	solute carrier family 19 (thiamine transporter), member 2
1967_at	0.020729	0.000546	-4.51	-1.2964	-0.184		eukaryotic translation initiation factor 2B, subunit 1 alpha, 26kDa
9961_at	0.0207401	0.000547	-4.51	-1.29983	-0.754		major vault protein
2027_at	0.0207401	0.000548	-4.51	-1.30126	-1.55	ENO3	enolase 3 (beta, muscle)
22847_at	0.0210199	0.000557	4.5	-1.31721	0.417		zinc finger protein 507
5984_at	0.0210626	0.000559	-4.5	-1.32144	-0.967		replication factor C (activator 1) 4, 37kDa
26519_at	0.0211361	0.000562	-4.49	-1.32726	-0.509		translocase of inner mitochondrial membrane 10 homolog (yeast)
3611_at	0.0211361	0.000563	-4.49	-1.3293	-0.358		integrin-linked kinase
5479_at	0.0211675	0.000565	-4.49	-1.33295	-0.435		peptidylprolyl isomerase B (cyclophilin B)
23460_at	0.0212817	0.00057	4.49	-1.34062	0.485		ATP-binding cassette, sub-family A (ABC1), member 6
55374_at	0.0213104	0.000572	4.48	-1.34429	0.985		transmembrane and coiled-coil domains 6
9521_at	0.0213104	0.000573	-4.48	-1.34624	-0.677		eukaryotic translation elongation factor 1 epsilon 1
5281_at	0.0213832	0.000576	-4.48	-1.35186	-0.423		phosphatidylinositol glycan anchor biosynthesis, class F
5446_at	0.021396	0.000579	4.48	-1.35709	0.559		paraoxonase 3
79841_at	0.021396	0.000579	-4.48	-1.35737	-1.01	AGBL2	ATP/GTP binding protein-like 2
23438_at	0.021396	0.000581	-4.47	-1.36072	-0.739		histidyl-tRNA synthetase 2, mitochondrial (putative)
64983_at	0.021396	0.000581	-4.47	-1.36088	-0.275		mitochondrial ribosomal protein L32
4708_at	0.021419	0.000583	-4.47	-1.36408	-0.316		NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2, 8kDa
60560_at	0.0215444	0.000589	-4.47	-1.37589	-0.51		N(alpha)-acetyltransferase 35, NatC auxiliary subunit
1603_at	0.0215444	0.00059	-4.47	-1.37723	-0.623		defender against cell death 1
11332_at	0.0215444	0.000591	-4.47	-1.37783	-0.408		acyl-CoA thioesterase 7
5936_at	0.0215444	0.000591	-4.47	-1.3784	-0.533		RNA binding motif protein 4
8079_at	0.0216192	0.000597	-4.46	-1.38866	-0.464		myeloid leukemia factor 2
90634_at	0.0216192	0.000597	4.46	-1.38955	1.05	N4BP2L1	NEDD4 binding protein 2-like 1
10048_at	0.0216192	0.000597	4.46	-1.38961	0.352		RAN binding protein 9
5162_at	0.0216192	0.000598	-4.46	-1.39022	-0.578		pyruvate dehydrogenase (lipoamide) beta
139341_at	0.0216399	0.000601	-4.46	-1.39651	-0.779		FUN14 domain containing 1
10195_at	0.0216399	0.000603	-4.45	-1.39869	-0.795		asparagine-linked glycosylation 3, alpha-1,3- mannosyltransferase homolog (S. cerevisiae)
